id	sentence	implicit_ops_added
675192	Tom is a troublemaker, isn't he?\n	((|Tom| ((pres be.v) (a.d troublemaker.n))) .?)
675329	Tom is rude, isn't he?\n	((|Tom| (pres be.v)  rude.a) ((pres be.v) he.pro not {rude})?)
675446	Tom is quite observant, isn't he?\n	((|Tom| ((pres be.v) (quite.adv-a observant.a))).?)
676396	May I call you back?\n	(May.aux-s (((I.pro) (pres call.v) you.pro) back.adv-e)?)
676885	Tom asked me if he could borrow my car.\n	(|Tom| ((past ask.v) me.pro (whether (he.pro ((pres could.aux-v) (borrow.v (my.d car.n)))))))
679415	Am I still in charge here?\n	((I.pro ((pres be.v) (still.adv-a ((in.p (k charge.n)) here.adv-e)))) ?)
682014	Did Tom say that I said that?\n	(((past do.aux-s) |Tom| (say.v (that (i.pro ((past say.v) that.pro))))) ?)
682433	Tom says he's sorry about what happened yesterday.\n	(|Tom| ((pres say.v) \n        (tht (he.pro ((pres be.v) (sorry.a (about.p-arg \n             (ans-to ((what.pro (past happen.v)) yesterday.adv-e)))))))))
683293	If the opposition were to win, it would not entail a radical departure from current policies.\n	((If.ps ((the.d opposition.n) ((past are.v) (to win)))) (it.pro ((past would.aux-s) (not (entail.v (a.d (radical.a (n+preds departure.n (from.p (current.a (plur policy.n)))))))))))
686629	Can you spare a few minutes?\n	(((pres Can.aux-v)( you.pro) ( spare.v ( a.d few.a minutes.n))?))
686834	Do you believe in evolution?\n	(((pres do.aux-v) you.pro (believe.v (in.p-arg evolution.n))) ?)
687696	People usually die if you kill them.\n	((k (plur person.n)) (usually.adv-f die.v (if.ps (you.pro ((pres kill.v) them.pro)))))
689066	Tom didn't know if it would be worth his while applying for the job.\n	(|Tom| \n ((past do.aux-s) not \n  (know.v \n   (whether \n    (it-extra.pro (((past will.aux-s) (be.v (worth.a (his.d while.n)))) \n                   (ka (apply.v (for.p-arg (the.d job.n))))))))))
689975	Tom took her by the arm and led her out on the dance floor.\n	((|Tom|.n (took.v her.pro by.p (the.d arm.n)) and.cc (past lead.v) her.pro out.p on.p (the.d dance.a floor.n)))
690231	Do you want to tag along?\n	(((pres do.aux-s) (you.pro (want.v (to (tag-along.v)))))?)
690409	Can you tell me where you were at the time of the murder?\n	(((pres can.aux-s) you.pro (tell.v me.pro (ans-to (sub where.a (you.pro ((past be.v) *h (adv-a (at.p (the.d (n+preds time.n (of.p (the.d murder.n)))))))))))) ?)
693155	Columbus claimed the Earth was round.\n	(|Columbus|.n (past claim.v) ((the.d |Earth|.n) (past be.v) round.a))
694361	Tom is pretty good at singing.\n	(|Tom| ((pres be.v) ((pretty.adv-a good.a) (at.p-arg (ka sing.v)))))
694713	Tom wouldn't have married Mary if he'd known she had spent time in prison.\n	(|Tom|\n (((cf will.aux-v) not (perf (marry.v |Mary|))) \n  (if.ps (he.pro (((cf perf) (know.v (tht (she.pro ((((past perf) ((spend.v (k time.n)) \n                                        (adv-e (in.p (k prison.n))))))))))))))))
697843	May I have the menu and the wine list?\n	(((pres May.aux-v) I.pro (have.v ((the.d menu.n) and.cc (the.d (wine.n list.n))))) ?)
700083	Does she have an opinion about this?\n	(((pres do.v) (she.pro (have.v ((an.d opinion.n) (about.p this.pro))))) ?)
700212	What's the matter, love?\n	(((What.pro ((pres be.v) (the.d matter.n))) (voc love.pro))?)
704622	I couldn't tell you the truth.\n	(I.pro could.aux-s ((not (pres tell.v)) you.pro) (the.d truth.n))
711977	Even Tom grinned.\n	((Even.adv-s |Tom|) (past grin.v))
713751	I'm calling to see if you'd be interested in going to Boston with me next week.\n	(((I.pro (pres be.v) calling.v) to.p see.v) \n (if.ps you.pro would.aux-s be.v (interested.v \n                   (in.p going.v to.p |Boston|.n with.cc me.pro (next.a week.n)))))
714006	Remind me to thank Tom the next time I see him.\n	({you}.pro (remind.v (me.pro (to ((thank.v |Tom|) (adv-e ({at}.p (the.d (next.a time.n)) (tht.rel (I.pro ((pres see.v) him.pro))))))))))
715205	There are more of those in the drawer.\n	(there.pro (((pres be.v) (more.a (of.p those.pro)))\n\t\t\t (adv-e (in.p (the.d drawer.n)))))
717436	Are you really sure?\n	(((pres be.v) you.pro (really.adv-a sure.a)) ?)
717737	Did you forget that again?\n	(Did.pq (you.pro ((pres forget.v) that.rel again.adv-e))?)
717850	Is Tom still asleep?\n	(((pres be.v) |Tom| (still.adv-e asleep.a)) ?)
718090	Why don't you eat meat?\n	((sub why.adv-s (you.pro ((pres do.aux-v) not (eat.v meat.n *h)))) ?)
718211	How did you like the food at that restaurant?\n	((sub (how.adv-a (past do.aux-v) you.pro (like.v (the.d food.n) *h)) (at.p (that.d restaurant.n))) ?)
718286	You can do this, can't you?\n	((you.pro ((pres can.aux-v) (do.v this.pro))) .?)
719322	What is that, Tom? It sounds like someone crying.\n	(((sub What.pro ((pres be.v) (that.pro *h))) (voc |Tom|))? (It.pro ((pres sound.v) (adv-a (like.p (n+preds someone.pro (cry.v)))))))
720117	Are we really in 2015?\n	(((pres be.v) we.pro really.adv-s (in.p (k (|2015| {year}.n)))) ?)
721421	Have you made a list yet?\n	(((((pres perf) make.v) (a.d list.n)) yet.adv-e) ?)
722384	Why did you poison Tom?\n	((sub Why.pq ((past do.aux-s) you.pro (poison.v |Tom| *h))) ?)
722994	Tom probably thought I was thirsty.\n	(|Tom| (probably.adv-a ((past think.v) (tht (I.pro ((past is.v) thirsty.a))))))
723841	Tell me if it isn't so.\n	(({you}.pro (((pres tell.v) me.pro) (if.ps (it.pro ((pres be.v) not so.a))))) !)
725074	Don't throw away your notes.\n	(((pres do.aux-s) not.adv-s \n  ({you}.pro (throw.v (away.p-arg (your.d (plur note.n)))))) !)
725492	Could I just have a minute?\n	(((pres could.aux-s) I.pro (just.adv-s (have.v (a.d (k minute.n))))) ?)
725597	Why won't you look at me?\n	((sub Why.pq ((pres will.aux-s) not you.pro (look.v (at.p-arg me.pro)) *h)) ?)
725844	Has Tom been fighting with Mary?\n	((|Tom| (((pres perf) prog fight.v) (with.p |Mary|)))?)
726312	Would you help me move these beer kegs.\n	((((pres would.aux-s) you.pro (help.v me.pro)) ((to (move.v (these.d (k (beer.a (plur keg.n)))))))) ?)
726391	How large was it?\n	((sub How.adv-s (large.a ((past be.v) it.n *h))?))
726969	Do you not want me here?\n	(((pres do.aux-s) you.pro not.adv-s ((want.v me.pro) here.a)) ?)
727528	What's Tom running from?\n	((sub (what.d {ref1}.n) ((pres prog) |Tom| (run.v from.p *h))) ?)
727654	What do you need me for?\n	((sub What.pro ((pres do.aux-s) (you.pro ((need.v me.pro) for.p *h))))?)
728143	How soon can you get that done?\n	((sub \n (adv-e (how.adv-a soon.a)) \n ((pres can.aux-v) you.pro ((get.v that.pro done.a) *h))) ?)
729172	Who published this book?\n	(Who.rel ((past publish.v) (this.d book.n))?)
729312	Tom didn't mention where he'd been.\n	(|Tom| (past do.v) (not (pres mention.v)) (where.pq (he.pro (past has.v) (past be.v))))
730631	The earthquake left the city looking like a war zone.\n	((the.d earthquake.n) \n (((past leave.v) (the.d city.n)) \n  (look.v (adv-a (like.p (a.d (war.a zone.n)))))))
730735	How do skunks scream?\n	((sub how.pq ((pres do.aux-s) ((k (plur skunk.n)) scream.v *h)))?)
732214	Would you mind if I helped?\n	((Would.aux-s you.pro (pres mind.v) (if.ps I.pro helped.v))?)
733310	Why aren't you with them?\n	((sub Why.adv-s ((pres be.v) not (you.pro (with.p them.pro)) *h))?)
733814	May I speak with her?\n	(((pres may.aux-s) I.pro (speak.v (with.p-arg her.pro))) ?)
734229	Can I go with him?\n	(((pres can.aux-v) (I.pro (go.v (with.p him.pro))))?)
734580	I happen to agree with you.\n	(I.pro (happen.adv-s to.p (pres agree.v)) (with.p you.pro))
734837	What do you want them for?\n	((sub (what.d {ref1}.n) ((pres do.v) you.pro (want.v (them.pro (for.p *h))))) ?)
738563	Will you tell her?\n	(((pres will.aux-s) you.pro (tell.v her.pro)) ?)
739272	Why should I tell them?\n	( ( ( ( Why.adv-s)) ((should.aux-s) ( ( I.pro)) ( ( tell.v) ( (them.pro)))) (?)))
739802	How can I stop him?\n	((sub How.adv-a ((pres can.aux-v) I.pro (stop.v him.pro) *h)) ?)
739853	Did you show her your pictures?\n	(((past do.aux-s) you.pro ((show.v her.pro) (your.d (plur picture.n)))) ?)
740487	Are you going to see him?\n	(((pres be.v) you.pro (going_to.v (see.v him.pro))) ?)
741443	I didn't say I persuaded them.\n	(I.pro ((past do.aux-s) (say.v (tht (I.pro ((past persuade.v) them.pro))))))
742796	Can you make them smile?\n	(((pres can.aux-v) you.pro (make.v them.pro smile.v))?)
742870	What made you so mad?\n	((what.pro ((past make.v) you.pro (so.adv-a mad.a))) ?)
743832	Don't let him cross the street.\n	(Do.aux-s not (let.v him.pro ((pres cross.v) (the.d street.n))))
743846	Let's let them try that again.\n	(({you}.pro ((pres let.v) us.pro \n             (let.v them.pro (try.v that.pro again.adv-e)))) !)
748403	Why did they fire her?\n	((sub Why.pq ((past do.aux-s) (they.pro (fire.v her.pro *h))))?)
749751	Don't you believe us?\n	(Do.aux-s not (you.pro ((pres believe.v) us.pro))?)
751209	What didn't you like about me?\n	((sub What.pro ((past do.aux-s) not (you.pro (like.v *h (about.p-arg me.pro)))))?)
751227	How much do you know about her?\n	(How.aux-s ((much.adv-s (do.v you.pro know.v)) (about.p her.pro))?)
751988	Would you tell Tom I'm here?\n	(((pres would.aux-s) you.pro (tell.v |Tom| (tht (I.pro ((pres be.v) here.a))))) ?)
754304	Have you lost the key of your house?\n	(((pres perf) you.pro (lose.v (the.d (n+preds key.n (of.p (your.d house.n)))))) ?)
754831	The Earth orbits around the Sun. It takes one year to go around the Sun one complete time.\n	((The.d |Earth|.n) ((pres orbit.v) (adv-a (around.p (the.d |Sun|.n)))))\n(it-extra.pro (((pres take.v) (one.d year.n)) \n\t\t\t   (to (go.v (adv-a (around.p (the.d |Sun|.n))) \n                    \t (adv-a ({for}.p (one.d (complete.a time.n))))))))
756109	How will you solve the problem?\n	((sub How.pq ((pres will.aux-s) you.pro (solve.v (the.d problem.n) *h))) ?)
756557	Do you have the rota for next week?\n	((Do.aux-s (you.pro (pres have.v) (the.d rota.n) for.p (next.adv-e week.n)))?)
757629	When do you know me from?\n	((sub when.pro ((pres do.aux-s) (you.pro (know.v me.pro (from.p *h))))) ?)
758037	Are your parents coming to pick you up?\n	(((your.d (plur parent.n)) ((pres prog) (come.v (to (pick-up.v you.pro)))))?)
758281	Wasn't there anything they could do for you?\n	(((past be.v) not there.pro (anything.pro (tht (they.pro ((past could.aux-v) (do.v (for.p-arg you.pro))))))) ?)
758955	Which hospital did they take Tom to?\n	(Which.rel ((n+preds hospital.n (did.pq they.pro take.v |Tom|)) to.p)?)
759384	What am I supposed to think?\n	((sub what.pro (I.pro ((pres be.v) (supposed.a (to think.v))))) ?)
760111	What do you like on your salad?\n	((what.pro ((pres do.aux-s) you.pro (like.v (on.p-arg (your.d salad.n))))) ?)
760161	Are you saying Tom was right?\n	((you.pro ((pres prog) (say.v (tht (|Tom| ((past be.v) right.a)))))) ?)
760308	How long were you in prison?\n	(((sub (how.adv-a long.a) ((past be.v) (you.pro (in.d (k prison.n))) *h)))?)
760785	Would you mind if I ask why not?\n	(((pres Would.aux-s) you.pro \n  (mind.v (if.ps (I.pro ((pres ask.v) \n                         (ans-to (why.adv-s (not {ref}.sent)))))))) ?)
761620	Did you really expect Tom to read it?\n	((((past do.aux-s) you.pro ((really.adv-a expect.v)) (|Tom| (to (read.v it.pro))))) ?)
762281	Would you lend me a hand?\n	(((pres would.aux-s) you.pro ((lend.v me.pro) (a.d hand.n))) ?)
763819	Are you just going to sit here and not do anything?\n	(((pres be.v) you.pro just.adv-s ((going_to.v (sit.v here.adv-e)) and.cc (not (do.v anything.n)))) ?)
766207	The future belongs to the few among us who are still willing to get their hands dirty.\n	((The.d future.n) \n(pres belongs.v) (to.p-arg ((the.d few.n)) among.p us.n) \n (who.rel (pres be.v) (still.adv-s (pres willing.v)) to.p (pres get.v) \n  (their.pro (plur hand.n) dirty.a)))
767397	Tom wants to borrow my car tomorrow.\n	(|Tom| ((pres wants.v) to.p (pres borrow.v) (my.pro car.n) tomorrow.adv-e))
767736	Where did you get these delicious apples?\n	((sub Where.adv-e ((past do.aux-s) (you.pro (get.v (these.d (delicious.a (plur apple.n))) *h))))?)
769298	Do you ask me of all people.\n	(Do.aux-s you.pro (ask.a me (of.p all.a people.n))?)
769349	If your wife cheated on you, thank God she only cheated on you and did not betray the country.\n	((if.ps ((your.d wife.n) ((past cheat.v) (on.p-arg you.pro))))\n\n\t ({you}.pro (((pres thank.v) |God|) \n\t (tht (she.pro \n\t \t\t ((only.adv-s\n\t           ((past cheat.v) (on.p-arg you.pro))) and.cc \n\t \t\t   ((past do.aux-s) not (betray.v (the.d country.n)))))))))
769686	Do you skip breakfast in the mornings?\n	(((pres do.aux-s) you.pro (skip.v breakfast.n) (in.p-arg (the.d (k (plur morning.n))))) ?)
770538	Hi, my dear, my darling, my honey, my destiny. How was your day?\n	(((((Hi.ps (my.d dear.n)) (my.d darling.n)) (my.d honey.n)) (my.d destiny.n))) ((How.adv-s (past (is.v)) (your.pro day.n))?)
771299	Who isn't here?\n	(Who.rel ((pres be.v) (not here.n))?)
771390	What are you doing here? Why aren't you home?\n	((What.d (((pres be.v) you.pro (pres prog doing.v)) here.n))?) ((Why.adv-s (you.pro not (pres be.v)) home.n)?)
771997	Don't believe everything you hear! Don't like everything you see! Don't say everything you know! Don't do everything you want!\n	(((pres do.aux-s) (not believe.v (everything.pro tht (you.pro (pres hear.v)))))!) (((pres do.aux-s) (not like.v (everything.pro tht (you.pro (pres see.v)))))!) (((pres do.aux-s) (not say.v (everything.pro tht (you.pro (pres know.v)))))!) (((pres do.aux-s) (not do.v (everything.pro tht (you.pro (pres want.v)))))!)
778071	What were your favorite subjects in school?\n	((What.pro ((past be.v) (your.d ((favorite.a (plur subject.n)) (in.p (k school.n))))))?)
778571	Who is that guy, anyway?\n	((Who.pro ((pres be.v) (that.d guy.n) anyway.adv-s))?)
778936	Tom was very jealous.\n	(|Tom| ((past be.v) (very.adv-a jealous.a)))
782429	What were they eating?\n	((sub what.pro (they.pro ((past prog) eat.v *h))) ?)
783554	Can you help out?\n	(((pres can.aux-s) you.pro (help.v out.adv-a)) ?)
785011	Your children love you.\n	(Your.pro (plur child.n) ((pres love.v) you.pro))
786245	Is it simple enough?\n	(((pres be.v) (it.pro (simple.a enough.adv-a))) ?)
786777	Would you trust them?\n	(((cf will.aux-s) you.pro (trust.v them.pro)) ?)
787643	Do you know the difference between twill and corduroy?\n	(( Do.aux-s ( you.pro) ( know.v ( the.d difference.a) ( between.p ( ( twill.n) and.cc ( corduroy.n)))))?)
787658	I updated my software.\n	(I.pro (past update.v) (my.pro software.n))
788599	Did you offer Tom any assistance?\n	(((past do.aux-s) you.pro (offer.v |Tom| (any.d assistance.n))) ?)
788794	Do you keep in touch with Tom?\n	(Do.aux-s (((you.pro (pres keep.v) )( in.d touch.v) (with.p |Tom|.n))?))
788802	Why do you hang out with Tom?\n	((why.adv-s ((pres do.aux-s) you.pro (hang_out.v (with.p-arg |Tom|)))) ?)
789148	Is this really allowed?\n	(((pres be.v) this.pro (really.adv-a allowed.a)) ?)
790391	Do you like noodles with beef?\n	((((pres do.aux-s) you.pro like.v) ((plur noodle.n) (with.p-arg beef.n))) ?)
792840	Can you prove which was the original language of your holy writings?\n	(((pres can.aux-v) you.pro \n  (prove.v \n   (which.pro ((past be.v) \n               (= (the.d (n+preds (original.a language.n)\n                          \t\t  (of.p (your.d (holy.a (plur writing.n))))))))))) ?)
792966	Mary chewed on her nails.\n	(|Mary| ((past chew.v) (on.p-arg (her.d (plur nail.n)))))
793346	I wanted to go to Boston with Tom, but he said he didn't want to go with me.\n	(I.pro (past want.v) ((to go to.p-arg (|Boston|.n)) with.p |Tom|.n) but.adv-s (he.pro (past say.v) ((he.pro (past do.v) (not (pres want.v))) to.p-arg (go.v with.p me.pro))))
794121	Tom can study in my office if he wants to.\n	((|Tom| ((pres can.aux-s) (study.v (adv-e (in.p (my.d office.n))))))\n (if.ps (he.pro ((pres want.v) \n         (to ({study}.v (adv-e ({in}.p ({my}.d {office}.n)))))))))
795997	I couldn't sleep on the plane.\n	(I.pro ((past can.aux-v) not (sleep.v (adv-e (on.p (the.d plane.n))))))
796041	When did you buy this bicycle?\n	((sub when.adv-e ((past do.aux-s) (you.pro ((buy.v (this.d bicycle.n)) *h)))) ?)
797648	Tom deserves a raise.\n	(|Tom| deserves.v (a.d raise.n))
806608	Do not do this!\n	(((pres do-aux.v) not (do.v this.pro)) !)
808141	I'll find the money somehow.\n	(I.pro will.aux-s find.v (the.d money.n somehow.adv-s))
809511	Are you the runner who escaped the underground city?\n	(((pres be.v) you.pro (the.d (n+preds runner.n (who.rel ((past escape.v) (the.d (underground.a city.n))))))) ?)
810531	Is Tom a nice guy?\n	(((pres be.v) (|Tom| (a.d (nice.a guy.n))))?)
811455	Have you ever seen one?\n	(((pres perf) (you.pro (ever.adv-s (see.v (one.d {ref}.n)))))?)
814983	What's wrong with this plan?\n	((sub (what.d {ref1}.n) ((pres be.v) (wrong.a (with.p (this.d plan.n *h))))) ?)
815431	Pray, of what land or lineage should I rightly call you?\n	((pray.x !) ((sub (of.p (what.d (land.n or.cc lineage.n))) ((pres should.aux-s) i.pro ((rightly.adv-a call.v) you.pro *h))) ?))
821586	I wish you wouldn't drive so fast.\n	(i.pro ((pres wish.v) (tht (you.pro ((pres would.aux-v) not (drive.v (adv-a (so.adv-a fast.a))))))))
824099	Can you explain how Tom died?\n	(((pres can.aux-v) you.pro explain.v \n  (tht (sub how.adv-a (|Tom| ((past die.v) *h))))) ?)
824120	Can you jump rope?\n	(((pres can.aux-v) you.pro jump_rope.v) ?)
827182	Aren't cookies delicious?\n	(((pres be.v) not (k (plur cookie.n)) delicious.a) ?)
828134	Why would you say such an awful thing?\n	((sub why.adv-s \n  ((past will.aux-s) you.pro \n   (say.v (such.d (= (an.d (awful.a thing.n)))) *h))) ?)
832655	She was the last guest.\n	(She.pro ((past be.v) (the.d (last.a guest.n))))
834373	The man stole my purse.\n	((The.d man.n) ((past steal.v) (my.d purse.n)))
835223	What do you want to see in Boston?\n	(What.rel ((do.aux-s (you.pro want.v) to.p see.v) (in.p |Boston|))?)
838536	Are you afraid of losing your money?\n	((pres be.v) ((you.pro ((afraid.a of.p) losing.v) your.pro money.n))?)
839753	If the devil is powerless, he sends his wife.\n	((If.ps ((the.d devil.n) ((pres be.v) powerless.a))) (he.pro ((pres send.v) (his.d wife.n))))
842324	You understand why, don't you?\n	((You.pro ((pres understand.v) why)).?)
846022	Tom tiptoed into the bedroom to avoid waking up his wife.\n	(|Tom| \n (((past tiptoe.v) \n   (adv-e (into.p (the.d bedroom.n)))) \n  (adv-a ({for}.p \n          (to (avoid.v (ka (wake_up.v (his.d (wife-of.n *s))))))))))
